reference,sex_binary,aims_ancestry,aims_heterozygosity,range_norm_tarsus.length,range_norm_tail.length,range_norm_wing.cord,range_norm_kipps,range_norm_distal,range_norm_p10,range_norm_releaseDay,range_norm_fall_detectDay1,range_norm_fall_bearing1,range_norm_bodyCondition,t5_spring40
DH31H17,1,0.08928571429,0.1473214286,0.5806451613,0.4705882353,0.5882352941,0.5818181818,0.661971831,0.5,0.6086956522,0.45,0.4747239672,0.592010309,0
DI01H01,0,0.1751326763,0.2956785444,0.1774193548,0.1764705882,0.2352941176,0.5181818182,0.4295774648,0.25,0.652173913,0.625,0.1789882383,0.4926856238,0
DI01H02,0,0.07313432836,0.09850746269,0.2741935484,0.2941176471,0.1764705882,0.5454545455,0.5070422535,0.25,0.652173913,0.575,0.5557371506,0.3477841659,0
DI01H03,1,0.3443636364,0.1534545455,0.5806451613,0.9411764706,0.2352941176,0.4818181818,0.4225352113,0.625,0.652173913,NA,NA,0.448294703,0
DI01H04,0,0.04710682493,0.07640949555,0.2580645161,0.2352941176,0.1764705882,0.2545454545,0.3802816901,0.25,0.652173913,NA,NA,0.4316004659,0
DI01H05,1,0.2030456853,0.2451051487,0.4838709677,0.2941176471,0.4705882353,0.5909090909,0.5352112676,0.5,0.652173913,0.5,0.2426131678,NA,0
DI01H06,1,0.02329075883,0.04207362885,0.3870967742,0.5294117647,0.7647058824,0.6545454545,0.8873239437,0.5,0.652173913,0.525,0.6406075312,0.5286063652,0
DI01H07,1,0.03387937453,0.06180193596,0.6290322581,0.4705882353,0.5882352941,0.4909090909,0.8873239437,0.25,0.652173913,0.55,0.09572124827,0.4825961629,1
DI01H08,1,0.2580758427,0.2914325843,0.3064516129,0.2941176471,0.4705882353,0.4909090909,0.3098591549,0.75,0.652173913,0.625,0.2426131678,0.4813977358,0
DI01H09,0,0.4885632595,0.5868477484,0.1129032258,0.2941176471,0.1176470588,0.1818181818,0.3521126761,0.5,0.652173913,0.675,0.4747239672,0.5419446763,1
DI01H10,1,0.9669421488,0.05785123967,0.8225806452,0.5882352941,0.3529411765,0.4363636364,0.5985915493,0.125,0.652173913,0.525,1,0.3569704048,0
DI01H11,1,0.1498538012,0.230994152,0.4838709677,0.5294117647,0.4705882353,0.5818181818,0.661971831,0.375,0.652173913,0.55,0.4247813711,0.4325273433,1
DI01H12,1,0.454610951,0.5144092219,0.8548387097,0.4705882353,0.7058823529,0.6,0.6197183099,0.5,0.652173913,0.775,0.3811471954,0.3793812396,0
DI01H14,1,0.1045421774,0.1384282624,0.3225806452,0.5882352941,0.7647058824,0.6818181818,0.7323943662,0.875,0.652173913,0.625,0.2426131678,0.512555599,1
DI01H15,1,0.2289068232,0.327219369,0.8387096774,0.5294117647,0.6470588235,0.6363636364,0.8732394366,0.25,0.652173913,0.275,0.3012355652,0.5099327296,0
DI02H01,1,0.05208333333,0.07330246914,0.6451612903,0.4117647059,0.5882352941,0.6363636364,0.7253521127,0.5,0.6956521739,0.75,0.4247813711,0.3580566054,1
DI02H02,0,0.4035460993,0.4496453901,0.3870967742,0.2941176471,0.4117647059,0.6090909091,0.4929577465,0.375,0.6956521739,0.5,0.5557371506,0.453578365,0
DI02H03,1,0.2425637394,0.354815864,0.7741935484,0.2941176471,0.3529411765,0.3,0.4647887324,0.375,0.6956521739,0.5,0.3522534907,0.4204578964,1
DI02H05,1,0.1527875794,0.1785462244,0.5483870968,0.4705882353,0.4705882353,0.5181818182,0.4929577465,0.5,0.6956521739,0.7,0.3160691026,0.4612053248,1
DI02H06,1,0.3443895554,0.4361326747,0.5806451613,0.4705882353,0.6470588235,0.5454545455,0.6690140845,0.5,0.6956521739,0.525,0.4747239672,0.3405079984,1
DI02H07,0,0.1309691011,0.1818820225,0.4838709677,0.3529411765,0.2941176471,0.3818181818,0.5845070423,0.125,0.6956521739,0.625,0.4747239672,0.3040621343,1
DI02H08,0,0.101380814,0.1257267442,0.3387096774,0.4705882353,0.2352941176,0.3090909091,0.4366197183,0.25,0.6956521739,0.55,0.4747239672,0.3411758219,0
DI02H09,1,0.09293286219,0.1067137809,0.435483871,0.4117647059,0.5882352941,0.6090909091,0.2887323944,0.875,0.6956521739,0.425,0.09572124827,0.4645824717,0
DI02H10,1,0.08554996405,0.1049604601,0.6774193548,0.3529411765,0.1764705882,0.1818181818,0.5492957746,0.25,0.6956521739,0.55,0.2426131678,0.3343959554,0
DI03H01,1,0.1472045294,0.2080679406,0.564516129,0.4705882353,0.5294117647,0.5545454545,0.7605633803,0.25,0.7391304348,0.55,0.3092046257,0.3705968665,0
DI03H02,0,0.1091101695,0.1433615819,0.3548387097,0.2941176471,0.2941176471,0.3909090909,0.4225352113,0.5,0.7391304348,0.625,0.5557371506,0.4671019304,0
DI03H03,1,0.9473684211,0.09581646424,0.3387096774,0.3529411765,0.1764705882,0.1181818182,0.4647887324,0.25,0.7391304348,0.5,0.8203194798,0.4549729374,1
DI03H04,1,0.13101983,0.1813031161,0.4193548387,0.7058823529,0.4705882353,0.6818181818,0.6971830986,0.625,0.7391304348,0.5,0.4747239672,0.483699095,0
DI03H05,0,0.4351198872,0.4696755994,0.6612903226,0.1764705882,0.1764705882,0.1454545455,0.2676056338,0.375,0.7391304348,0.7,0.6406075312,0.334416247,0
DI03H06,1,0.09446022727,0.1022727273,0.5161290323,0.3529411765,0.4705882353,0.3636363636,0.8521126761,0.25,0.7391304348,0.5,0.2426131678,0.3710475647,1
DI03H07,1,0.2518142235,0.2757619739,0.6774193548,0.4117647059,0.5294117647,0.5272727273,0.4577464789,0.75,0.7391304348,0.525,0.8540496063,0.3519887279,0
DI03H08,0,0.2871500359,0.3933955492,0.1612903226,0.2352941176,0.1764705882,0.4636363636,0.4084507042,0.25,0.7391304348,0.55,0.6406075312,0.6581120606,0
DI03H09,0,0.2783882784,0.441025641,0.5322580645,0.2941176471,0.1764705882,0.3545454545,0.4366197183,0.125,0.7391304348,0.55,0.3092046257,0.3224796172,0
DI03H10,1,0.2027997128,0.343862168,0.6935483871,0.5294117647,0.4117647059,0.3454545455,0.5774647887,0.375,0.7391304348,0.5,0.4747239672,0.3928168573,1
DI03H11,1,0.1488764045,0.2050561798,0.4677419355,0.4117647059,0.4117647059,0.4454545455,0.6971830986,0.375,0.7391304348,0.75,0.4747239672,0.4636001556,0
DI03H12,1,0.8168767507,0.3172268908,0.7258064516,0.6470588235,0.4705882353,0.5363636364,0.7183098592,0.5,0.7391304348,NA,NA,0.3401401257,0
DI04H01,0,0.3882480173,0.5948089402,0.5322580645,0.2941176471,0.2352941176,0.3545454545,0.323943662,0.5,0.7826086957,0.55,0.3522534907,0.4193129082,1
DI04H02,1,0.1092198582,0.1673758865,0.3548387097,0.4705882353,0.4705882353,0.6181818182,0.7676056338,0.25,0.7826086957,0.5,0.4747239672,0.599373516,1
DI04H03,1,0.5475177305,0.6964539007,0.6774193548,0.6470588235,0.5882352941,0.4454545455,0.5985915493,0.625,0.7826086957,0.525,0.8366263343,0.3871742728,0
DI04H04,0,0.3073916134,0.2921108742,0.564516129,0.3529411765,0.2352941176,0.2909090909,0.5281690141,0.25,0.7826086957,0.5,0.4247813711,0.3826154861,0
DI04H05,1,0.7804964539,0.3936170213,0.6935483871,0.5294117647,0.2352941176,0.3545454545,0.6126760563,0.25,0.7826086957,0.35,0.8658867312,0.3460640141,0
DI04H07,0,0.08233215548,0.1109540636,0.2903225806,0.4705882353,0.2941176471,0.4363636364,0.4647887324,0.5,0.7826086957,0.5,0.2426131678,0.5459060544,0
EH25H01,0,0.2484143763,0.3981677237,0.6129032258,0.2352941176,0.2941176471,0.3272727273,0.07042253521,0.75,0.347826087,NA,NA,0.4593497496,1
EH25H02,1,0.4949820789,0.3691756272,0.5967741935,0.4705882353,0.4705882353,0.5545454545,0.4507042254,0.75,0.347826087,0.425,0.5557371506,0.4896444563,0
EH25H03,1,0.8670120898,0.2625215889,0.7580645161,0.5294117647,0.5294117647,0.5363636364,0.5633802817,0.625,0.347826087,NA,NA,0.4438289638,1
EH25H04,1,0.168575519,0.211166786,0.3548387097,0.4705882353,0.6470588235,0.7454545455,0.8521126761,0.125,0.347826087,0.325,0.8366263343,0.5552829875,1
EH25H05,1,0.1327845383,0.1438797423,0.3225806452,0.5882352941,0.6470588235,NA,0.7746478873,0.5,0.347826087,NA,NA,0.4871729919,0
EH25H06,1,0.07967422096,0.1253541076,0.3870967742,0.5294117647,0.4117647059,0.4818181818,0.7112676056,0.25,0.347826087,0.375,0.3277778471,0.4848400317,0
EH25H07,1,0.1994219653,0.289017341,0.5,0.5882352941,0.4705882353,0.7090909091,0.676056338,0.25,0.347826087,0.1,0.8366263343,NA,1
EH25H08,0,0.8900069396,0.1505898681,0.7903225806,0.5294117647,0.2352941176,0.5363636364,0.1901408451,0.5,0.347826087,0.1,0.8540496063,0.4774088072,0
EH25H09,0,0.0881294964,0.1330935252,0.3548387097,0.5294117647,0.2352941176,0.2090909091,0.485915493,0.375,0.347826087,0.225,0.4747239672,0.4796992243,0
EH25H10,1,0.7196969697,0.4356060606,0.5161290323,0.5882352941,0.4705882353,0.5454545455,0.5704225352,0.375,0.347826087,NA,NA,0.4803740793,0
EH25H11,1,0.5644194757,0.6584269663,0.8064516129,0.7058823529,0.5882352941,0.6181818182,0.7394366197,0.375,0.347826087,NA,NA,0.3913068033,0
EH25H12,1,0.112056213,0.1235207101,0.5806451613,0.6470588235,0.4705882353,0.5909090909,0.5633802817,0.5,0.347826087,0.425,0.2426131678,0.4303302522,1
EH25H13,1,0.12275018,0.1936645068,0.4193548387,0.5882352941,NA,NA,NA,0.25,0.347826087,0.2,0.09572124827,0.5519727497,1
EH25H14,1,0.3142235123,0.4412191582,0.7258064516,0.4705882353,0.4705882353,0.4727272727,0.4154929577,0.625,0.347826087,0.325,0.3811471954,0.3517485535,1
EH25H15,1,0.5407876231,0.5260196906,0.7096774194,0.4705882353,0.4705882353,0.5545454545,0.5352112676,0.375,0.347826087,0.3,0.7694623018,0.2178739624,0
EH25H16,1,0.1097472924,0.1689530686,0.8870967742,0.6470588235,0.4705882353,0.5818181818,0.5915492958,0,0.347826087,0.425,0.7694623018,0.4014962218,0
EH25H17,0,0.4910931174,0.7295546559,0.6451612903,0.5294117647,0.5294117647,0.6818181818,0.5492957746,0.625,0.347826087,0.25,0.7490745178,0.3285316979,0
EH25H18,1,0.5447308567,0.6967399545,0.7741935484,0.6470588235,0.4705882353,0.6181818182,0.485915493,0.625,0.347826087,0.3,0.8292675239,0.5066387075,0
EH25H19,1,0.2153954802,0.3262711864,0.6774193548,0.4117647059,0.5294117647,0.5454545455,0.5492957746,0.5,0.347826087,0.475,0.09572124827,0.4282240752,0
EH25H20,1,0.1351640514,0.167617689,0.8548387097,0.5294117647,0.5294117647,0.5181818182,0.4718309859,0.5,0.347826087,0.425,0.3811471954,0.4019810359,0
EH25H21,1,0.7876969242,0.3570892723,0.8870967742,0.7647058824,0.7058823529,0.4909090909,0.7676056338,0.5,0.347826087,0.4,0.7034911364,0.3341443536,0
EH25H22,0,0.08154506438,0.1144492132,0.4677419355,0.4117647059,0.2941176471,0.3818181818,0.5422535211,0.375,0.347826087,NA,NA,0.7030396942,1
EH26H15,1,0.1383357041,0.2098150782,NA,0.5882352941,0.5294117647,0.5727272727,0.5633802817,0.375,0.3913043478,0.325,0.7694623018,NA,0
EH26H16,1,0.08309248555,0.1213872832,0.564516129,0.4705882353,0.4705882353,0.5818181818,0.4577464789,0.5,0.3913043478,0.275,0.3811471954,0.5088109917,0
EH27H19,1,0.1164095372,0.1472650771,0.6451612903,0.1764705882,0.4117647059,0.3545454545,0.5845070423,0.25,0.4347826087,0.55,0.2426131678,0.5174911059,0
EH28H01,1,0.1863507779,0.1987270156,0.7580645161,0.5294117647,0.7058823529,0.7545454545,0.5211267606,0.625,0.4782608696,0.65,0.2426131678,0.4611235537,0
EH28H02,0,0.1885714286,0.2828571429,0.1774193548,0.4705882353,0.3529411765,0.2181818182,0.6126760563,0.25,0.4782608696,NA,NA,0.4532886816,0
EH28H03,1,0.123659757,0.1501072194,0.5,0.2352941176,0.2352941176,0.4272727273,0.5704225352,0.25,0.4782608696,0.375,0.2426131678,0.5540638945,1
EH28H04,1,0.2550359712,0.4007194245,0.9193548387,0.4705882353,0.3529411765,0.6,0.5492957746,0.5,0.4782608696,0.425,0.09572124827,0.4065936173,0
EH28H06,0,0.3010526316,0.4070175439,0.4516129032,0.4117647059,0.1764705882,0.4272727273,0.3309859155,0.375,0.4782608696,NA,NA,0.4024723358,0
EH28H07,1,0.1397006415,0.1910192445,0.3387096774,0.4117647059,0.5882352941,0.6,0.7323943662,0.25,0.4782608696,NA,NA,0.568770053,0
EH28H08,1,0.1740528949,0.2037169407,0.6451612903,0.5882352941,0.7058823529,0.6727272727,0.8098591549,0.375,0.4782608696,0.425,0,0.5233960874,0
EH28H09,1,0.1047585227,0.1356534091,0.5806451613,0.5882352941,0.4705882353,0.8090909091,0.6478873239,0.375,0.4782608696,0.475,0.3012355652,0.496199905,0
EH28H10,1,0.3231114435,0.50710546,0.435483871,0.5882352941,0.6470588235,0.6545454545,0.7605633803,0.375,0.4782608696,0.425,0.4747239672,0.4645824717,0
EH28H11,1,0.3373715125,0.4882525698,0.5161290323,0.4117647059,0.3529411765,0.4363636364,0.4507042254,0.375,0.4782608696,0.25,0.4747239672,0.7719114516,1
EH28H12,1,0.06281588448,0.09819494585,0.3709677419,0.4117647059,0.4705882353,0.5363636364,0.5985915493,0.375,0.4782608696,0.425,0.3012355652,0.5544462668,1
EH28H13,1,0.1491166078,0.2204946996,0.7580645161,0.5294117647,0.6470588235,0.6363636364,0.6338028169,0.5,0.4782608696,NA,NA,0.4034749207,0
EH28H14,0,0.1172581768,0.1510090466,0.564516129,0.2941176471,0.3529411765,0.6090909091,0.2676056338,0.625,0.4782608696,0.425,0.04375966855,0.3585782469,1
EH28H16,1,0.06694560669,0.1032078103,0.5322580645,0.4705882353,0.4705882353,0.5454545455,0.5704225352,0.625,0.4782608696,NA,NA,0.5282503604,0
EH28H17,1,0.2627840909,0.3579545455,0.5161290323,0.5294117647,0.4117647059,0.5454545455,0.7887323944,0,0.4782608696,NA,NA,0.4135634315,0
EH28H19,0,0.5941438102,0.7079318013,0.9838709677,0.5882352941,0.4117647059,0.4909090909,0.6056338028,0.375,0.4782608696,0.55,0.8540496063,0.4441088115,0
EH28H20,1,0.265918958,0.4088277858,0.9677419355,0.6470588235,0.6470588235,0.6,0.7042253521,0.625,0.4782608696,0.4,0.1789882383,0.3119670745,0
EH28H21,1,0.6978442281,0.2315716273,0.6774193548,0.5882352941,0.2352941176,0.4454545455,0.4154929577,0.375,0.4782608696,0.475,0.8658867312,0.4282240752,0
EH28H22,0,0.8598615917,0.2235294118,0.4193548387,0.4705882353,0.1176470588,0.3272727273,0.4577464789,0.25,0.4782608696,0.45,1,0.4526656156,0
EH28H23,0,0.2240282686,0.3335689046,0.2419354839,0.05882352941,0,0.3545454545,0.2887323944,0.25,0.4782608696,NA,NA,0.2444699081,0
EH28H24,1,0.5084626234,0.5782792666,0.6612903226,0.8823529412,0.7058823529,0.6272727273,0.7112676056,0.625,0.4782608696,NA,NA,0.5756827575,0
EH28H25,1,0.5091549296,0.4098591549,0.5161290323,0.2941176471,0.1176470588,0.2,0.4577464789,0,0.4782608696,0.275,0.8658867312,0.3042369169,0
EH28H26,1,0.1674911661,0.251590106,0.6612903226,0.4117647059,0.4117647059,0.3,0.5774647887,0.25,0.4782608696,0.4,0.3012355652,0.4285690315,0
EH28H27,0,0.1533333333,0.2378947368,0.2096774194,0.5294117647,0.1764705882,0.3454545455,0.3521126761,0.5,0.4782608696,NA,NA,0.4523326893,1
EH28H28,0,0.3656609195,0.5459770115,0.03225806452,0.2352941176,0.1176470588,0.1909090909,0.2605633803,0.5,0.4782608696,0.425,0.3012355652,0.5190027811,0
EH28H29,1,0.256401138,0.3392603129,0.5,0.4117647059,0.5882352941,0.7181818182,0.5563380282,0.5,0.4782608696,0.425,0.5557371506,0.7247369082,0
EH28H30,1,0.2076086957,0.1992753623,0.6612903226,0.5882352941,0.5882352941,0.6272727273,0.4366197183,0.625,0.4782608696,0.55,0.4747239672,0.505068169,0
EH28H32,1,0.2395906845,0.3860268172,0.5806451613,0.4705882353,0.5882352941,0.6090909091,0.7253521127,0.5,0.4782608696,0.425,0.3160691026,0.400389501,0
EH28H33,1,0.1990707648,0.3238027162,0.3387096774,0.4117647059,0.1764705882,0.4272727273,0.3309859155,0.375,0.4782608696,0.425,0.3012355652,0.5371597431,1
EH28H34,0,0.5173144876,0.228975265,0.2419354839,0.2941176471,0.1764705882,0.4090909091,0.3169014085,0.125,0.4782608696,0.475,0.09572124827,0.46432382,1
EH29H01,0,0.3793352601,0.4869942197,0.564516129,0.4117647059,0.4705882353,0.7818181818,0.4788732394,0.5,0.5217391304,0.425,0.7694623018,0.3886247959,0
EH29H02,0,0.06128334535,0.09372746936,0.3064516129,0.2352941176,0.2941176471,0.6363636364,0.4084507042,0.5,0.5217391304,0.425,0.3092046257,0.640633192,1
EH29H03,1,0.3060070671,0.3745583039,0.564516129,0.4705882353,0.1176470588,0.1272727273,0.3309859155,0.5,0.5217391304,0.425,0.4247813711,0.4186713448,0
EH29H04,0,0.2959183673,0.4412385644,0.3548387097,0.3529411765,0.2352941176,0.4545454545,0.3169014085,0.375,0.5217391304,NA,NA,0.4356086958,1
EH29H05,0,0.7334017796,0.4387405886,0.09677419355,0.1764705882,0.1176470588,0.3181818182,0.1056338028,0.375,0.5217391304,0.25,0.8658867312,0.5829573575,0
EH29H06,1,0.08025568182,0.1164772727,0.5322580645,0.3529411765,0.4705882353,0.5818181818,0.3802816901,0.5,0.5217391304,NA,NA,0.4132608275,1
EH29H07,0,0.1507042254,0.1830985915,0.6612903226,0.4705882353,0.4705882353,0.6,0.6549295775,0.25,0.5217391304,0.275,0.4247813711,0.6345282478,1
EH29H08,0,0.7833217027,0.3524075366,0.5967741935,0.5882352941,0.2941176471,0.4090909091,0.3661971831,0.5,0.5217391304,0.3,0.8366263343,NA,0
EH29H09,0,0.09799713877,0.1416309013,0.1774193548,0.4705882353,0.1764705882,0.5363636364,0.4647887324,0.375,0.5217391304,0.425,0.09572124827,0.4007594253,1
EH29H10,0,0.1850421348,0.2759831461,0.3870967742,0.4117647059,0.2352941176,0.3636363636,0.4647887324,0.375,0.5217391304,NA,NA,0.4098120315,0
EH29H11,1,0.5234549516,0.8145941921,0.4677419355,0.4705882353,0.5294117647,0.5909090909,0.5985915493,0.25,0.5217391304,0.55,0.5557371506,0.4390422542,1
EH29H12,1,0.3229531141,0.4611616515,0.6129032258,0.6470588235,0.4705882353,0.4,0.676056338,0.375,0.5217391304,0.375,0.3012355652,0.4474571994,0
EH29H13,1,0.4355955679,0.4210526316,0.5806451613,0.5882352941,0.4705882353,0.5090909091,0.5422535211,0.375,0.5217391304,0.275,0.7694623018,0.400389501,0
EH29H14,0,0.2919014085,0.2669014085,0.4193548387,0.4117647059,0.2941176471,0.5272727273,0.1408450704,0.625,0.5217391304,NA,NA,0.3347383938,0
EH29H15,1,0.09045584046,0.1239316239,0.6290322581,0.4705882353,0.6470588235,0.7272727273,0.4225352113,0.875,0.5217391304,NA,NA,0.6959161914,1
EH29H16,1,0.09957020057,0.1575931232,0.4677419355,0.4117647059,0.4117647059,0.6,0.323943662,0.75,0.5217391304,0.55,0,0.4451817296,0
EH29H17,0,0.09577677225,0.1221719457,0.435483871,0.1176470588,0.05882352941,0.3363636364,0.1901408451,0.25,0.5217391304,0.55,0.8658867312,0.1862967981,0
EH29H18,0,0.2757731959,0.5,0.8870967742,0.4705882353,0.4117647059,0.6818181818,0.3943661972,0.5,0.5217391304,0.525,0.8366263343,0.4014962218,0
EH29H19,1,0.2159763314,0.2692307692,0.4193548387,0.5294117647,0.5294117647,0.7181818182,0.661971831,0.375,0.5217391304,NA,NA,0.483699095,0
EH29H20,1,0.3701201201,0.6771771772,0.2903225806,0.4705882353,0.4117647059,0.6272727273,0.4929577465,0.375,0.5217391304,0.375,0.8366263343,0.4627923299,1
EH29H22,1,0.1342257598,0.1714905933,0.6129032258,0.7058823529,0.6470588235,0.3454545455,0.5,0.5,0.5217391304,0.825,0.4747239672,0.810179979,1
EH29H23,1,0.8227459016,0.2397540984,0.6290322581,0.5294117647,0.5882352941,0.5454545455,0.4225352113,0.625,0.5217391304,0.275,0.8658867312,0.4825961629,1
EH29H24,1,0.1108374384,0.1738212526,0.4516129032,0.5882352941,0.5294117647,0.6363636364,0.8169014085,0.125,0.5217391304,0.425,0.4747239672,0.4394426548,0
EH29H25,0,0.1057553957,0.1510791367,0.2580645161,0.2352941176,0.1176470588,NA,0.323943662,0.25,0.5217391304,0.425,0.3811471954,0,1
EH29H26,1,0.1519434629,0.2035335689,0.4677419355,0.4705882353,0.4705882353,0.6363636364,0.514084507,0.5,0.5217391304,0.3,0.4747239672,0.5004370077,0
EH29H27,1,0.2944483486,0.3851018974,0.5806451613,0.7647058824,0.7647058824,0.8181818182,0.6690140845,0.875,0.5217391304,0.425,0.4747239672,0.4423065527,0
EH29H28,0,0.3972318339,0.5356401384,0.5806451613,0.2352941176,0.3529411765,0.5,0.3450704225,0.375,0.5217391304,0.425,0.3012355652,0.6039866095,0
EH30H22,1,0.3932905068,0.5438972163,0.564516129,0.4117647059,0.4705882353,0.7363636364,0.5,0.375,0.5652173913,0.625,0.4747239672,0.4006434154,0
EH30H24,1,0.1150317572,0.1764290755,0.6612903226,0.5294117647,0.6470588235,0.7636363636,0.4507042254,0.75,0.5652173913,NA,NA,0.5580291104,0
EH31H01,0,0.2098245614,0.1936842105,0.3064516129,0.2941176471,0.2941176471,0.5454545455,0.3028169014,0.5,0.6086956522,0.425,0.09572124827,0.4368118081,1
EH31H02,1,0.1503521127,0.1809859155,0.3225806452,0.4117647059,0.5294117647,0.7181818182,0.7042253521,0.375,0.6086956522,0.6,0.4747239672,0.4681360366,0
EH31H03,1,0.2517241379,0.3710344828,0.5161290323,0.4117647059,0.3529411765,0.3454545455,0.4788732394,0.25,0.6086956522,0.825,0.4747239672,0.4682266888,0
EH31H07,0,0.111977321,0.1105598866,0.6451612903,0.2941176471,0.4117647059,0.3909090909,0.4929577465,0.5,0.6086956522,0.9,0.4747239672,0.2812918459,0
EH31H08,0,0.2889747191,0.4122191011,0.3064516129,0.4705882353,0.2941176471,0.4,0.5985915493,0.25,0.6086956522,0.425,0.3522534907,0.5132448271,1
EH31H09,0,0.2328216374,0.389619883,0.5483870968,0.4705882353,0.3529411765,0.4545454545,0.3873239437,0.5,0.6086956522,0.425,0.6406075312,0.3707460337,0
